STATEFP,STATE,SLDUST,GEOID,NAMELSAD,Area,Perimeter,Polsby-Popper,Schwartzberg Radius,Schwartsberg Perimeter,Schwartzberg,Convex Hull Area,Area/Convex Hull,MBC Area,Reock
15,HI,5,15005,State Senate District 5,311804186.5,94869.25636,43.53519023,9962.451452,62595.87572,65.98120205,391482897.8,79.64694964,914987166.1,34.07743824
15,HI,6,15006,State Senate District 6,864879743.1,184897.9413,31.79077178,16592.16698,104251.5717,56.38330584,1214085246,71.23715129,2743726530,31.5220826
15,HI,7,15007,State Senate District 7,5171781466,605603.1764,17.720394,40573.7669,254932.2807,42.09559835,8469327920,61.06483909,19293073511,26.8064156
15,HI,8,15008,State Senate District 8,3279737372,336298.6126,36.44168203,32310.58203,203013.2028,60.36694628,5687338081,57.66735378,18211169680,18.00948226
15,HI,9,15009,State Senate District 9,131710048,63695.08906,40.79589888,6474.924385,40683.11539,63.87166734,177180546.5,74.33663038,360463714.3,36.53905864
15,HI,10,15010,State Senate District 10,19890851.5,27617.98186,32.77019248,2516.239262,15809.98421,57.24525524,28052988.64,70.90457191,70107861.38,28.37178472
15,HI,11,15011,State Senate District 11,23807794.91,24834.63447,48.50797282,2752.864488,17296.74309,69.64766531,27895284.17,85.34702412,57016355.91,41.75607951
15,HI,12,15012,State Senate District 12,42232189.45,31234.81233,54.39704305,3666.460796,23037.03315,73.75435109,48259074.23,87.51139578,108251850.9,39.01290286
15,HI,13,15013,State Senate District 13,26367466.35,30783.60477,34.96543605,2897.073058,18202.83149,59.13157875,31191561.94,84.53397234,100371230.2,26.26994438
15,HI,14,15014,State Senate District 14,65808765.14,37236.98899,59.64089142,4576.854623,28757.20143,77.22751545,73362276.86,89.70382049,121338871.8,54.23551756
15,HI,15,15015,State Senate District 15,127241759.5,54374.61007,54.08126631,6364.145206,39987.06988,73.53996622,148564070.1,85.64773395,262594904.6,48.45553257
15,HI,16,15016,State Senate District 16,63985970.84,46417.67482,37.31878514,4513.023853,28356.14121,61.08910307,81343468.66,78.66147325,191892233.4,33.34474236
15,HI,17,15017,State Senate District 17,37213595.59,62605.39393,11.93129615,3441.724188,21624.97258,34.54170835,91662519.42,40.59848652,263632832.6,14.11569084
15,HI,18,15018,State Senate District 18,85657574.85,64995.00391,25.48093284,5221.654521,32808.59525,50.47864186,111659281.3,76.71334963,296194246.8,28.91939184
15,HI,19,15019,State Senate District 19,86387218.76,40601.93481,65.8514785,5243.846775,32948.03318,81.1489239,92166676,93.72934179,142675120.2,60.54820114
15,HI,20,15020,State Senate District 20,127113582,70680.67625,31.97422761,6360.938924,39966.92423,56.54575812,170145636.1,74.70869363,442980045,28.69510341
15,HI,21,15021,State Senate District 21,449436475.3,110406.4965,46.33280102,11960.77732,75151.71685,68.06820184,501711940.4,89.58058182,1401629370,32.06528666
15,HI,22,15022,State Senate District 22,186591814.1,98305.68288,24.26301884,7706.754782,48422.92751,49.25750586,223628813.6,83.43818093,394477319.8,47.3010246
15,HI,23,15023,State Senate District 23,1039646601,245369.9605,21.69963601,18191.48347,114300.3651,46.5828681,1588242784,65.45892172,4140291770,25.11046706
15,HI,24,15024,State Senate District 24,149553993.9,75154.8444,33.27312202,6899.605422,43351.46279,57.68285882,212078744.8,70.51814361,391070406.3,38.24221712
15,HI,25,15025,State Senate District 25,2947840007,686081.5943,7.869766897,30632.13035,192467.1888,28.05310481,2.59588E+11,1.135585114,4.08745E+12,0.072119361
19,IA,1,19001,State Senate District 1,6560861472,489032.5724,34.47424725,45698.89312,287134.3713,58.71477433,9017507827,72.75692573,25151713160,26.08514748
19,IA,2,19002,State Senate District 2,5339355293,379612.7528,46.56040297,41225.85367,259029.4593,68.23518372,6454657757,82.72096668,11649856062,45.83194217
19,IA,3,19003,State Senate District 3,3202420061,379243.28,27.98027682,31927.46194,200605.9903,52.89638628,4236624403,75.58895377,6007794591,53.30442
19,IA,4,19004,State Senate District 4,7598607688,439205.3924,49.50034124,49180.42285,309009.4492,70.35647891,9101241273,83.48979508,18985528828,40.02315531
19,IA,5,19005,State Senate District 5,5413981941,318914.6261,66.89249967,41512.95498,260833.3685,81.78783508,5730579607,94.47529416,9049629209,59.82545601
19,IA,6,19006,State Senate District 6,6366509624,458393.8469,38.07442367,45016.93754,282849.5216,61.70447607,7900474443,80.58388986,23901895049,26.63600359
19,IA,7,19007,State Senate District 7,194880478,68841.86453,51.67405995,7876.06724,49486.74816,71.88467149,210854812.8,92.42401225,461498492.5,42.22776048
19,IA,8,19008,State Senate District 8,107075018.3,64816.51175,32.02774374,5838.070372,36681.647,56.59305941,148394508.6,72.15564732,231925467.4,46.16785707
19,IA,9,19009,State Senate District 9,8134243406,478787.568,44.59035508,50884.30288,319715.2342,66.77600997,9759021731,83.35101233,15116524890,53.81027363
19,IA,10,19010,State Senate District 10,4931175409,451754.902,30.36366568,39618.72296,248931.5677,55.10323555,6443312015,76.53168739,10609497336,46.47887881
19,IA,11,19011,State Senate District 11,5681454521,482743.2261,30.63632408,42526.04695,267198.8077,55.3500895,8137831611,69.81533647,23512441608,24.16360927
19,IA,12,19012,State Senate District 12,7747424763,437384.1501,50.89097629,49659.68161,312020.7183,71.33791158,9023060006,85.86249851,20933362858,37.00993871
19,IA,13,19013,State Senate District 13,2924109982,248294.3834,59.60317696,30508.58734,191690.9458,77.20309382,2980985397,98.09205991,5351871666,54.63714685
19,IA,14,19014,State Senate District 14,6732783909,484923.6223,35.97969618,46293.77377,290872.1135,59.98307777,9272822817,72.60770578,19324216612,34.84117387
19,IA,15,19015,State Senate District 15,2028993187,307214.9882,27.01501955,25413.56205,159677.9848,51.97597478,2495734854,81.29842737,4284005548,47.36205789
19,IA,16,19016,State Senate District 16,67629003.94,86443.7584,11.37300438,4639.719682,29152.19391,33.72388528,107060709.7,63.1688358,164399304.6,41.13703772
19,IA,17,19017,State Senate District 17,79284275.61,41424.99621,58.05927454,5023.643107,31564.4539,76.19663677,85321034.94,92.92465295,131010959.5,60.5172849
19,IA,18,19018,State Senate District 18,38221392.05,36123.05969,36.80840002,3488.016231,21915.83382,60.66992667,48458019.99,78.87526577,68904224.68,55.47031729
19,IA,19,19019,State Senate District 19,344793031.9,109799.6664,35.93899565,10476.21704,65823.95737,59.94914149,419310420.9,82.22858644,752935104,45.79319387
19,IA,20,19020,State Senate District 20,187583659,69088.56722,49.38466678,7727.210596,48551.45507,70.27422485,198775503.4,94.36960582,446101520.5,42.04954488
19,IA,21,19021,State Senate District 21,122020851.1,63552.3598,37.96471855,6232.212771,39158.11464,61.61551635,148907483.9,81.94406879,258254098.4,47.24836967
19,IA,22,19022,State Senate District 22,106594568.5,98576.00641,13.78485282,5824.957822,36599.25849,37.12795823,166909699.3,63.86361544,235049761.1,45.34978806
19,IA,23,19023,State Senate District 23,288736179.8,102332.3273,34.64854489,9586.848187,60235.89279,58.86301461,334323714.5,86.36425335,589800861.4,48.95485895
19,IA,24,19024,State Senate District 24,5186339640,381442.6777,44.7931791,40630.83281,255290.8361,66.92770659,6116363769,84.79449287,11328558147,45.78110977
19,IA,25,19025,State Senate District 25,4364501743,431064.874,29.51609491,37272.84838,234192.0155,54.32871701,6502484346,67.12052673,14300114386,30.52074708
19,IA,26,19026,State Senate District 26,6969495495,397749.929,55.35930347,47100.54343,295941.1925,74.40383288,7937982308,87.79933267,13485279009,51.68224914
19,IA,27,19027,State Senate District 27,3580491371,314831.345,45.39376437,33759.54329,212117.2872,67.37489471,4783820385,74.84585712,7718572857,46.38799733
19,IA,28,19028,State Senate District 28,5980448724,384081.0279,50.94452976,43630.69516,274139.5112,71.37543678,7402575710,80.78875459,12203063376,49.00776583
19,IA,29,19029,State Senate District 29,4181981387,429890.8961,28.43643156,36485.16334,229242.8486,53.32582072,5574215174,75.02368058,9625052628,43.44891969
19,IA,30,19030,State Senate District 30,345554242.8,103981.4546,40.16187224,10487.77501,65896.57817,63.37339524,429916658.7,80.37703025,905966206.8,38.14206758
19,IA,31,19031,State Senate District 31,455498611.6,157073.3041,23.20020359,12041.17244,75656.85384,48.16658966,645965653.9,70.51437005,1388102204,32.81448659
19,IA,32,19032,State Senate District 32,3717861907,314080.9974,47.36084356,34401.06394,216148.0769,68.81921502,4369057352,85.09528733,6306694051,58.95104277
19,IA,33,19033,State Senate District 33,71165070.72,109894.181,7.405032847,4759.471052,29904.61333,27.21219,137181065.2,51.87674453,287761501.6,24.73057387
19,IA,34,19034,State Senate District 34,233348179.2,194814.5098,7.726295489,8618.416044,54151.05932,27.79621465,375310339.6,62.17472705,884109433.9,26.39358549
19,IA,35,19035,State Senate District 35,296623081.7,87002.68901,49.2435199,9716.899667,61053.02965,70.17372721,329329333.4,90.06883131,609260802,48.68573208
19,IA,36,19036,State Senate District 36,3516573889,306266.1302,47.11197406,33456.8555,210215.4453,68.6381629,4391434919,80.07801445,8559978053,41.081576
19,IA,37,19037,State Senate District 37,2005305005,254627.7282,38.86677842,25264.77681,158743.1403,62.34322611,2249539945,89.14289384,3479223901,57.63656097
19,IA,38,19038,State Senate District 38,4900388066,333109.1161,55.49667127,39494.85137,248153.2602,74.496088,5874015662,83.42483826,10937222214,44.80468596
19,IA,39,19039,State Senate District 39,3747761022,371266.4296,34.1672499,34539.11394,217015.4699,58.45275862,5221113856,71.78087138,8542308479,43.87293003
19,IA,40,19040,State Senate District 40,4682810418,383785.4986,39.95203922,38608.10938,242581.7007,63.20762551,5748538321,81.46088894,11683943809,40.07902207
19,IA,41,19041,State Senate District 41,3915484863,330916.1761,44.93234163,35303.52098,221818.377,67.03159078,4372101477,89.55612956,6893755403,56.79756003
19,IA,42,19042,State Senate District 42,3180631528,344890.397,33.60165376,31818.663,199922.387,57.96693347,4392713408,72.40698932,9137809174,34.80737524
19,IA,43,19043,State Senate District 43,72247283.78,72454.15386,17.29435793,4795.52334,30131.13634,41.58648571,108304637.1,66.70747045,248137665.9,29.11580695
19,IA,44,19044,State Senate District 44,2959511837,346239.5946,31.02245173,30692.71366,192847.8446,55.69780223,4041346982,73.23082751,9439804151,31.35141143
19,IA,45,19045,State Senate District 45,104621662.2,79343.79303,20.88359184,5770.800422,36258.97779,45.69856873,173511133.4,60.29680062,388332858.2,26.94123352
19,IA,46,19046,State Senate District 46,921688704.2,236337.3459,20.73619433,17128.423,107620.9648,45.53701168,1526473216,60.3802736,3104032639,29.69326716
19,IA,47,19047,State Senate District 47,114984839,49895.98829,58.03885289,6049.862967,38012.378,76.18323496,126687877.9,90.76230563,183442378.9,62.68172035
19,IA,48,19048,State Senate District 48,3622155746,425088.14,25.18944744,33955.39658,213347.8687,50.18908989,4677566686,77.43675268,7417708569,48.83119513
19,IA,49,19049,State Senate District 49,2303885257,232528.4097,53.54492324,27080.4371,170151.2608,73.17439664,2572194736,89.5688505,3711638405,62.07192098
19,IA,50,19050,State Senate District 50,115355295.5,88813.95005,18.37742509,6059.60081,38073.56262,42.86889908,161863721.9,71.26692388,216770792.8,53.21533126
16,ID,1,16001,State Senate District 1,7273542131,412360.4515,53.75284347,48116.96503,302327.5523,73.3163307,8020922029,90.68211989,15178728757,47.91931029
16,ID,2,16002,State Senate District 2,2573068663,287419.2405,39.14075494,28618.76806,179816.8711,62.56257263,3149436960,81.69932264,5466001593,47.07405623
16,ID,3,16003,State Senate District 3,773239512.4,156798.1148,39.52226827,15688.53049,98573.86103,62.86673864,930037802.9,83.14065406,2440821921,31.67947263
16,ID,4,16004,State Senate District 4,61155581.04,51235.80242,29.27510824,4412.079156,27721.88751,54.10647673,84633985.72,72.25889283,146225113.6,41.82289864
16,ID,5,16005,State Senate District 5,4819609147,309158.0795,63.36655772,39167.97844,246099.4588,79.60311408,5009172725,96.21567096,10348698686,46.57212751
16,ID,6,16006,State Senate District 6,3460278909,336760.7098,38.34226552,33187.97849,208526.0427,61.92113171,4415368539,78.36897145,7021789202,49.27916247
16,ID,7,16007,State Senate District 7,36300990019,1353152.249,24.91349398,107494.0638,675404.5521,49.91341902,49209147181,73.76878507,1.17995E+11,30.76485785
16,ID,8,16008,State Senate District 8,40690290373,1330094.28,28.90250164,113807.4367,715072.6098,53.7610469,52910995831,76.9032783,79320627855,51.2984976
16,ID,9,16009,State Senate District 9,8701043423,576229.606,32.9298458,52627.27887,330666.666,57.38453259,10619164977,81.93717154,27221920235,31.96337124
16,ID,10,16010,State Senate District 10,73883300.5,42880.96859,50.49246952,4849.515939,30470.38156,71.05805339,85507641.43,86.40549461,120549317.1,61.28885859
16,ID,11,16011,State Senate District 11,1085122177,269066.798,18.83509935,18585.08564,116773.4384,43.39942322,1697047737,63.94175913,4226151452,25.67636747
16,ID,12,16012,State Senate District 12,89315949.25,45435.11445,54.36949045,5331.995279,33501.8861,73.7356701,98792038.38,90.40804372,183200155.3,48.75320608
16,ID,13,16013,State Senate District 13,40389372.14,30515.5354,54.50478251,3585.574892,22528.81245,73.82735436,48279098.86,83.65809035,85687126.71,47.13586941
16,ID,14,16014,State Senate District 14,313992689.8,83451.50077,56.65793369,9997.352739,62815.16678,75.27146451,362523496,86.61305909,568743179.1,55.20816801
16,ID,15,16015,State Senate District 15,28020857.58,23929.14192,61.49455587,2986.523652,18764.86568,78.41846458,31072976.3,90.17757846,64274628.67,43.59551842
16,ID,16,16016,State Senate District 16,31664532.14,29013.39735,47.26997808,3174.766469,19947.62918,68.75316581,39109816.07,80.96313233,74404358.31,42.55736204
16,ID,17,16017,State Senate District 17,28123395.37,25352.0082,54.98604918,2991.983011,18799.16782,74.15257864,32583610.78,86.3114759,55911313.11,50.30000872
16,ID,18,16018,State Senate District 18,345365564.8,120337.4154,29.97002961,10484.91137,65878.58544,54.74488981,480085980.6,71.93827331,1114167755,30.99762699
16,ID,19,16019,State Senate District 19,247851177.9,83987.7588,44.15384205,8882.203943,55808.48617,66.44835743,277449796.6,89.33190112,669657657,37.01162458
16,ID,20,16020,State Senate District 20,39724675.65,31152.54185,51.43785868,3555.948209,22342.66267,71.7201915,49016389.39,81.04365936,73889287.12,53.76242917
16,ID,21,16021,State Senate District 21,64441791.17,35367.71548,64.73856729,4529.070163,28456.96306,80.46028045,72050545.67,89.43969898,119115150.7,54.10041526
16,ID,22,16022,State Senate District 22,1647398308,191770.1295,56.29193658,22899.42381,143881.2017,75.02795251,1844236199,89.32686111,3925837782,41.96297452
16,ID,23,16023,State Senate District 23,29551542250,1086701.299,31.44627989,96987.40122,609389.2996,56.0769827,39767849125,74.3101347,63883061860,46.25880694
16,ID,24,16024,State Senate District 24,98438293.83,50145.35968,49.19399283,5597.669923,35171.16771,70.13842943,117295173.2,83.92356751,224432078.2,43.86106238
16,ID,25,16025,State Senate District 25,4869129870,479987.7533,26.5583165,39368.68659,247360.5442,51.53476157,6607769434,73.6879505,12234411458,39.79864407
16,ID,26,16026,State Senate District 26,14699717996,826854.0734,27.01847048,68403.72442,429792.9132,51.97929442,19575582997,75.09210836,33025786440,44.50981969
16,ID,27,16027,State Senate District 27,8658867338,494451.4703,44.50647902,52499.57528,329864.2814,66.71317637,10975993928,78.88914111,20438118429,42.36626462
16,ID,28,16028,State Senate District 28,6417066956,630429.9168,20.28955115,45195.32694,283970.3744,45.04392428,8814558715,72.80077384,16453332757,39.00162387
16,ID,29,16029,State Senate District 29,291262172.9,96927.10846,38.95857547,9628.691885,60498.80428,62.416805,376610550.1,77.33776254,929125551.7,31.3479887
16,ID,30,16030,State Senate District 30,1028464187,181991.2311,39.02094161,18093.38539,113683.9972,62.46674444,1216752396,84.52534724,2239667297,45.92040026
16,ID,31,16031,State Senate District 31,5491169459,398473.3693,43.45860079,41807.83422,262686.1478,65.92313766,7096605882,77.37740478,11514487652,47.68922097
16,ID,32,16032,State Senate District 32,16600291389,996904.5365,20.99027189,72691.41164,456733.2238,45.81514148,23592924049,70.36131407,60840092975,27.28511838
16,ID,33,16033,State Senate District 33,36742494.04,27288.78657,62.00256843,3419.869731,21487.6571,78.74170968,39401475.13,93.25156969,65947680.48,55.7146116
16,ID,34,16034,State Senate District 34,1868723368,300208.013,26.05613246,24389.21124,153241.8043,51.04520787,2421481991,77.17271386,3711706088,50.34674954
16,ID,35,16035,State Senate District 35,18141874081,911709.2589,27.42703842,75991.72818,477469.7067,52.37083006,23821066108,76.15895107,44167756970,41.07492733
17,IL,1,17001,State Senate District 1,43370026.49,61806.09389,14.26712906,3715.52417,23345.30715,37.77185336,81281994.35,53.35748321,174980189,24.78567816
17,IL,2,17002,State Senate District 2,29036048.49,44850.9971,18.13855997,3040.14294,19101.76532,42.58938831,43386263.27,66.92452012,136218168.2,21.31584125
17,IL,3,17003,State Senate District 3,44844858.51,69466.01862,11.67823845,3778.170703,23738.9266,34.17343771,105765461,42.40028651,286877753.7,15.63204463
17,IL,4,17004,State Senate District 4,91453982.47,73272.52513,21.40571812,5395.436159,33900.49656,46.26631401,136143958.6,67.17446991,241502882.7,37.86869186
17,IL,5,17005,State Senate District 5,50329246.41,53401.0243,22.17842748,4002.537973,25148.66654,47.09397783,68966197.12,72.97668787,107528324.6,46.80557108
17,IL,6,17006,State Senate District 6,26958922.67,40939.14144,20.21317654,2929.385406,18405.85579,44.95906643,41211546.89,65.41594457,72913854.27,36.97366288
17,IL,7,17007,State Senate District 7,22610814.79,30427.81637,30.68909889,2682.769457,16856.3234,55.39774263,30878316.92,73.22554156,52283036.21,43.24694284
17,IL,8,17008,State Senate District 8,76528506.5,63577.29861,23.79187083,4935.564889,31011.0426,48.77691138,103446529,73.9788055,204672188.7,37.3907696
17,IL,9,17009,State Senate District 9,134042533.5,68606.80089,35.7863815,6532.005789,41041.76814,59.82171971,165106088.9,81.18569969,343902270,38.97692607
17,IL,10,17010,State Senate District 10,75726058.78,78218.14858,15.55391737,4909.620506,30848.02937,39.43845505,115708749.7,65.44540408,218769314.3,34.61457062
17,IL,11,17011,State Senate District 11,72309091.12,85540.96919,12.41806895,4797.574179,30144.02213,35.23928057,111454888.2,64.8774516,167590304.3,43.14634514
17,IL,12,17012,State Senate District 12,72504489.06,84693.45857,12.70207455,4804.051952,30184.72314,35.6399699,147307085,49.21996051,250456241.9,28.9489647
17,IL,13,17013,State Senate District 13,64066736.17,75151.30861,14.25505844,4515.871203,28374.03163,37.75587165,109930202.4,58.27946712,632452928.9,10.12988212
17,IL,14,17014,State Senate District 14,124319907.2,87222.47552,20.53493618,6290.650916,39525.29202,45.31548983,199140218.7,62.42832717,470252237.2,26.4368561
17,IL,15,17015,State Senate District 15,268962805.5,153973.8033,14.25634014,9252.761334,58136.76496,37.75756896,496168965.7,54.20790578,1122157415,23.96836681
17,IL,16,17016,State Senate District 16,87102596.49,86169.30561,14.74128735,5265.514314,33084.17423,38.39438416,172306524.3,50.55095669,421787904.7,20.65080471
17,IL,17,17017,State Senate District 17,777408991.3,236340.8132,17.48966961,15730.77165,98839.26979,41.82065233,1465591966,53.04402654,4274941354,18.18525512
17,IL,18,17018,State Senate District 18,177483057.2,95090.99544,24.66536864,7516.292933,47226.22143,49.6642413,280776626.3,63.21147865,523907586.5,33.87678701
17,IL,19,17019,State Senate District 19,317523924.7,125870.6967,25.18469406,10053.41184,63167.39623,50.18435419,424468140.3,74.80512542,718735314.6,44.17814435
17,IL,20,17020,State Senate District 20,26653095.38,33409.24002,30.00709529,2912.722253,18301.15821,54.77873245,35541924.31,74.99058056,53686022.61,49.64624698
17,IL,21,17021,State Senate District 21,207629330.4,95782.96655,28.43947881,8129.607884,51079.78967,53.32867785,248678221.6,83.49317004,681879790.5,30.44955039
17,IL,22,17022,State Senate District 22,142162956.8,98821.03486,18.29351454,6726.954202,42266.6641,42.77091832,268994000.5,52.84986154,394234194.5,36.06053427
17,IL,23,17023,State Senate District 23,191316985.6,116560.9154,17.69526732,7803.725992,49032.21508,42.06574297,304696429,62.78937572,576529871.4,33.18422776
17,IL,24,17024,State Senate District 24,168819004.3,97636.80463,22.25377619,7330.539095,46059.09663,47.17390825,252680007.1,66.8113818,355787611.3,47.4493768
17,IL,25,17025,State Senate District 25,599388709.7,209293.5609,17.19516396,13812.73011,86787.86958,41.46705194,887579552.8,67.53070278,2179673327,27.49901567
17,IL,26,17026,State Senate District 26,561919666.8,191393.6206,19.27652801,13374.03216,84031.4514,43.905043,759545473.1,73.98104349,1329186769,42.27544841
17,IL,27,17027,State Senate District 27,154717859.8,93906.17632,22.04761577,7017.710876,44093.54062,46.95488875,201962086.4,76.60737842,357559504.2,43.27052084
17,IL,28,17028,State Senate District 28,166495359.5,108799.775,17.6748459,7279.915089,45741.01689,42.04146275,294689356,56.49859968,560742931,29.69192304
17,IL,29,17029,State Senate District 29,204952752.5,141463.3155,12.86991229,8077.037973,50749.48345,35.87465999,392746400.7,52.18450179,783020522.8,26.17463355
17,IL,30,17030,State Senate District 30,201401936.1,133800.7171,14.13696739,8006.764734,50307.94404,37.59915876,390264451.3,51.60652871,1003137429,20.07720282
17,IL,31,17031,State Senate District 31,402964685.9,154942.2195,21.09293136,11325.53538,71160.37739,45.92704145,537680488.1,74.9450082,1186601975,33.95954956
17,IL,32,17032,State Senate District 32,1519106953,225589.1518,37.51124045,21989.706,138165.2809,61.24642067,1729362507,87.84201964,3045437818,49.88139783
17,IL,33,17033,State Senate District 33,496568572.8,161470.0428,23.93342244,12572.30366,78994.04693,48.92179723,723919580.3,68.59443871,1792982200,27.69512005
17,IL,34,17034,State Senate District 34,363223584,114950.9215,34.54288625,10752.56971,67560.33095,58.77319649,432001275.4,84.07928512,733649287.9,49.50915786
17,IL,35,17035,State Senate District 35,2525313597,414098.4865,18.50621178,28351.94812,178140.3934,43.01884678,4038745650,62.5271759,9459547674,26.69592335
17,IL,36,17036,State Senate District 36,3021294762,433692.9697,20.18542188,31011.43022,194850.3981,44.92818923,7027018832,42.99539868,13449089812,22.46467831
17,IL,37,17037,State Senate District 37,11235228237,678764.4541,30.64454762,59802.06721,375747.1526,55.35751767,15142924436,74.19457374,24566668205,45.73362632
17,IL,38,17038,State Senate District 38,4950057355,488506.325,26.0662974,39694.50244,249407.7039,51.05516369,6584039195,75.18268358,10542103397,46.95512052
17,IL,39,17039,State Senate District 39,124839353,97524.26752,16.49436543,6303.779326,39607.78019,40.61325575,204338128.2,61.09449766,348359824.1,35.83632334
17,IL,40,17040,State Senate District 40,2212199765,414540.2713,16.17708936,26536.11973,166731.2167,40.22075255,3464765131,63.84847691,5372160817,41.17895648
17,IL,41,17041,State Senate District 41,280720775.5,130533.3101,20.7033846,9452.844734,59393.92497,45.50097207,432184425.6,64.95393142,803413811.8,34.94099446
17,IL,42,17042,State Senate District 42,139986706.6,70777.03044,35.11653194,6675.267057,41941.90447,59.25920345,170823083.2,81.94835496,270041353.5,51.83898864
17,IL,43,17043,State Senate District 43,450133988.9,135230.4084,30.93161421,11970.05513,75210.01099,55.61619747,569522188.8,79.03712932,1892055174,23.79074326
17,IL,44,17044,State Senate District 44,5307067585,527187.0765,23.99576527,41101.01587,258245.0809,48.98547261,7066108136,75.10594918,11335942974,46.8162869
17,IL,45,17045,State Senate District 45,9346371538,572566.9742,35.82613433,54543.97284,342709.5993,59.85493658,11260972257,82.99790928,28288964420,33.03893136
17,IL,46,17046,State Senate District 46,1808328724,230195.5906,42.88376199,23991.86105,150745.1815,65.48569462,2179106453,82.98487309,3942738175,45.86479356
17,IL,47,17047,State Senate District 47,14315811436,642508.6991,43.57801484,67504.57879,424143.4194,66.0136462,17346777304,82.52721059,24442399252,58.56958349
17,IL,48,17048,State Senate District 48,5887982037,508134.6341,28.65618547,43292.08329,272011.9519,53.53147249,8023625686,73.38305982,17210696395,34.21117834
17,IL,49,17049,State Senate District 49,301315151.5,115013.5332,28.62414856,9793.450494,61534.01228,53.50154069,458388394.3,65.73359082,892925401.8,33.74471718
17,IL,50,17050,State Senate District 50,9705455592,555962.6162,39.4579251,55581.87721,349230.9393,62.81554354,11977218610,81.03263294,18498696338,52.46561928
17,IL,51,17051,State Senate District 51,11525484713,765900.7373,24.69014958,60569.61966,380569.8229,49.68918351,16377341725,70.37457548,21333111877,54.02627043
17,IL,52,17052,State Senate District 52,1904173533,285621.9153,29.33141181,24619.45922,154688.4938,54.15848207,2861566438,66.54304816,4766703572,39.94738721
17,IL,53,17053,State Senate District 53,10189702050,552700.5198,41.91710074,56951.60787,357837.2036,64.74341723,12289690484,82.91260112,21150543103,48.17702316
17,IL,54,17054,State Senate District 54,8607145555,523321.5323,39.49402855,52342.54327,328877.621,62.84427464,10568548005,81.44113601,18810182123,45.75790654
17,IL,55,17055,State Senate District 55,14161849389,724969.546,33.86023295,67140.60228,421856.4894,58.18954627,16589875921,85.36440812,35434760700,39.96598004
17,IL,56,17056,State Senate District 56,791716625.5,225874.2691,19.50049976,15874.86825,99744.65467,44.1593702,1261304097,62.76968635,3103491762,25.51051159
17,IL,57,17057,State Senate District 57,734777657.3,173531.26,30.66267211,15293.37079,96091.00146,55.37388564,983666195.7,74.69786606,1768049112,41.55866781
17,IL,58,17058,State Senate District 58,8516321134,674168.2305,23.54642403,52065.64607,327137.8261,48.52465768,13865544999,61.4207457,23753364394,35.85311534
17,IL,59,17059,State Senate District 59,9924781366,639911.6389,30.45723169,56206.39372,353154.8889,55.18807089,13626543776,72.8341796,21954174385,45.20680756
18,IN,1,18001,State Senate District 1,120403643.5,66251.25315,34.47155951,6190.775593,38897.75739,58.71248548,159698048.4,75.39456162,367527076.3,32.7604825
18,IN,2,18002,State Senate District 2,198764401.9,113381.4622,19.42960612,7954.164166,49977.4452,44.0790269,345388326.1,57.54809495,905675591.5,21.94653403
18,IN,3,18003,State Senate District 3,545799192,150619.465,30.23292621,13180.7976,82817.32388,54.98447618,744631059.5,73.29793528,1605562557,33.99426511
18,IN,4,18004,State Senate District 4,912138318.5,149845.2584,51.04864133,17039.45098,107061.9376,71.44833191,1030205322,88.53946869,1705562529,53.48020391
18,IN,5,18005,State Senate District 5,3445619982,293176.8939,50.37527103,33117.60605,208083.88,70.97553877,4113063779,83.77258821,6244655392,55.17710372
18,IN,6,18006,State Senate District 6,2855580971,318885.7789,35.28853856,30148.97049,189431.4084,59.40415689,3560937574,80.19182903,12228618086,23.35162445
18,IN,7,18007,State Senate District 7,4074236876,463254.5816,23.85702722,36012.0948,226270.4738,48.84365591,5925895043,68.7531056,14211916924,28.66775044
18,IN,8,18008,State Senate District 8,2127986823,240973.5339,46.05107133,26026.13716,163526.9045,67.86093967,2593280849,82.05770785,4175341630,50.96557387
18,IN,9,18009,State Senate District 9,1992440646,269617.6684,34.4427796,25183.60759,158233.1395,58.68797117,2595307854,76.77087878,4323389405,46.08515356
18,IN,10,18010,State Senate District 10,104968006.3,65878.95931,30.3929591,5780.344484,36318.94485,55.12980963,132602486,79.15990824,167761880.1,62.56964108
18,IN,11,18011,State Senate District 11,275189314.3,97168.70652,36.62589282,9359.249613,58805.84998,60.51932982,320639939.7,85.82502683,740088741.1,37.18328614
18,IN,12,18012,State Senate District 12,956202930.4,150430.4179,53.09923248,17446.17732,109617.4724,72.86922017,1081676828,88.40005682,2094061702,45.66259579
18,IN,13,18013,State Senate District 13,3195808351,250283.7324,64.10988216,31894.48623,200398.798,80.0686469,3552606248,89.95672832,5834628123,54.77312836
18,IN,14,18014,State Senate District 14,1594073590,200994.7437,49.5847883,22525.75885,141533.3975,70.41646704,1682166483,94.76312872,4566688505,34.90655402
18,IN,15,18015,State Senate District 15,186523682.8,98080.33521,24.36573946,7705.34765,48414.08625,49.36166474,266228814.4,70.06141814,795438710.2,23.44915836
18,IN,16,18016,State Senate District 16,688881012.6,137859.9165,45.54887862,14808.03235,93041.53267,67.48990933,798991641,86.21880095,1514291627,45.49196472
18,IN,17,18017,State Senate District 17,2891945107,287788.9979,43.87843896,30340.32787,190633.7413,66.24080235,3659797794,79.01925927,6971340953,41.48334053
